,sentence_id,text,type
721,2493,Bialla,LOC
722,2497,Bialla,LOC
723,2502,Peter,PER
724,2504,Bialla,LOC
725,2504,Johannisburg,LOC
726,2506,Peter,PER
727,2508,Allenstein,LOC
728,2522,Gud,PER
729,2529,Orlau,LOC
730,2557,Gud,PER
731,2558,Kanske,PER
732,2558,Orlau,LOC
733,2561,Peter,PER
734,2566,Gud,PER
735,2570,Gud,PER
736,2571,Orlau,LOC
737,2575,Peter,PER
738,2579,Allenstein,LOC
739,2580,Gud,PER
740,2585,Trine,PER
741,2588,Bialla,LOC
742,2588,Trine,PER
743,2591,Gud,PER
744,2592,Peter,PER
745,2594,Gud,PER
746,2607,Gud,PER
747,2608,Allenstein,LOC
748,2608,Allenstein,LOC
749,2616,Gud,PER
750,2620,Poulsen,PER
751,2621,frankrig,LOC
752,2621,Slesien,LOC
753,2623,Gud,PER
754,2632,Trine,PER
755,2637,Trine,PER
756,2642,Uffe,PER
757,2643,P. Jensen,PER
758,2646,Ellens,PER
759,2647,Peter,PER
760,2648,Gud,PER
761,2650,Iver,PER
762,2651,Ellen,PER
763,2655,Signe,PER
764,2657,Dagny Jensen,PER
765,2658,Kristine Rahrs,PER
766,2658,Johanne Skovs plads,PER
767,2659,Fyn,LOC
768,2659,Dagny,PER
769,2659,Sigrid Nielsen,PER
770,2660,Maren Bøjlesen,PER
771,2662,Sigrid,PER
772,2662,Sinna,PER
773,2662,Povl,PER
774,2662,Nekselø,LOC
775,2663,Sigrid,PER
776,2663,Povl,PER
777,2665,Niels,PER
778,2668,Elisabeth,PER
779,2668,Fyn,LOC
780,2671,Henrik Nielsens,PER
781,2673,Niels,PER
782,2674,Maren Bøjlesen,PER
783,2679,Peter,PER
784,2697,Trine,PER
785,2698,Peter,PER
786,2699,Refsau,LOC
787,2699,Rehsau,LOC
788,2700,Darkehmen,PER
789,2701,Trine,PER
790,2724,Japan,LOC
791,2724,Tyrkiet,LOC
792,2724,Rusland,LOC
793,2724,Rusland,LOC
794,2725,Peter,PER
795,2728,Angerborg,LOC
796,2735,Løtzen,LOC
797,2735,Galitein,LOC
798,2738,Sibirien,LOC
799,2741,Østerrig,LOC
800,2744,Japan,LOC
801,2744,Tyrkiet,LOC
802,2751,Peter,PER
803,2756,Trine,PER
804,2757,Thorn,LOC
805,2760,Gud,PER
806,2762,Uffe,PER
807,2763,Uffe,PER
808,2763,Ravnhold,LOC
809,2763,Åbling,LOC
810,2765,Trine,PER
811,2766,Trine,PER
812,2767,Trine,PER
813,2767,Trine,PER
814,2768,Trine,PER
815,2769,Trine,PER
816,2770,Tr.,PER
817,2770,Bejers,PER
818,2773,Trine,PER
819,2773,Gud,PER
820,2774,Trine,PER
821,2775,Trine,PER
822,2776,Peter,PER
823,2780,Rusland,LOC
824,2783,Peter,PER
825,2785,Rusland,LOC
826,2787,Buroet,LOC
827,2808,Berlin,LOC
828,2809,Poulsen,PER
829,2810,Uffe,PER
830,2810,Guds,PER
831,2811,Peter,PER
832,2815,Trine,PER
833,2824,Trine,PER
834,2827,Gud,PER
835,2830,Trine,PER
836,2831,Trine,PER
837,2831,Gud,PER
838,2832,Uffe,PER
839,2832,Gud,PER
840,2832,Gud,PER
841,2833,Uffe,PER
842,2834,Trine,PER
843,2834,Gud,PER
844,2845,Gefr,ORG
845,2849,Varschau,LOC
846,2851,badgadsen,LOC
847,2851,Callesen,PER
848,2853,Gud,PER
849,2860,Grete,PER
850,2862,Brigade,ORG
851,2862,Gefr,ORG
852,2869,Callesen,PER
853,2875,Gud,PER
854,2877,Guds,PER
855,2880,Trine,PER
856,2882,Poulsens,PER
857,2898,Jørgen Jensen,PER
858,2898,Grete,PER
859,2910,Gustav Gert,PER
860,2918,Sandbjerg,LOC
861,2937,Peter,PER
862,2943,Tyskland,LOC
863,2953,Tyskland,LOC
864,2954,Thorn,PER
865,2957,Hejmdal,PER
866,2958,Callesen,PER
867,2959,buroet,LOC
868,2962,Hejmdal,PER
869,2962,Dannevirke,LOC
870,2962,Gud,PER
871,2964,Gud,PER
872,2967,Thøjsen,PER
873,2971,Trine,PER
874,2976,Tyskland,LOC
875,2977,Varschau,PER
876,2978,Hemming,PER
877,2978,Varschau,PER
878,2987,Østpreussen,LOC
879,3001,Gud,PER
880,3003,Gud,PER
881,3004,kanske,PER
882,3011,Trine,PER
883,3013,Peter,PER
884,3018,Ordonans,ORG
885,3031,cg,ORG
886,3038,østpreuser,LOC
887,3041,Søren Møller,PER
888,3056,Trine,PER
889,3057,Peter,PER
890,3059,Trine,PER
891,3061,Trine,PER
892,3061,Ablings,PER
893,3061,Skærbæk,LOC
894,3088,Guds,PER
895,3094,Gud,PER
896,3099,Berlin,LOC
897,3101,krads,PER
898,3108,Trine,PER
899,3111,Thomas Nielsen,PER
900,3112,Signe Lycke,PER
901,3114,Trine,PER
902,3120,Mærsk,PER
903,3127,tere,PER
904,3128,Peter,PER
905,3133,Peter,PER
906,3134,Peter,PER
907,3139,Trine,PER
908,3139,Peter,PER
909,3143,Peter,PER
910,3146,Gud,PER
911,3153,Trine,PER
912,3159,P. Jensen,PER
913,3160,Trine,PER
914,3164,Iver,PER
915,3170,Altona,LOC
916,3172,Conjak,PER
917,3179,Dombrova,LOC
918,3194,Trine,PER
919,3211,Trine,PER
920,3214,Trine,PER
921,3216,Gud,PER
922,3218,Gud,PER
923,3222,Ablings,ORG
924,3222,Skærbæk,LOC
925,3231,Peter,PER
926,3240,Trine,PER
927,3256,Gud,PER
928,3265,Trine,PER
929,3265,Thelephonen,PER
930,3267,Peter,PER
931,3282,Gud,PER
932,3284,Betlehem,LOC
933,3292,Tyskland,LOC
934,3293,Peter,PER
935,3300,Trine,PER
936,3300,Chr. Bejer Roager,PER
937,3312,Meiske,PER
938,3327,Berlin,LOC
939,3327,Sachsen,LOC
940,3327,Hanover,LOC
941,3336,Batl,LOC
942,3337,post,ORG
943,3340,Thelephonen,PER
944,3340,buroet,LOC
945,3342,Gud,PER
946,3347,Trine,PER
947,3359,N. Kjær,PER
948,3359,Sine,PER
949,3359,Hejmdal,ORG
950,3359,Thomsen,PER
951,3360,Katrine Midtgård,PER
952,3361,L. Abling,ORG
953,3362,Salmiak,PER
954,3367,Trine,PER
955,3367,Skærbæk,LOC
956,3374,Margrete Jørgensen Skærbæk,PER
957,3375,Hansen,PER
958,3375,Mathilde,PER
959,3375,Ellen,PER
960,3379,Jørgen Andersen,PER
961,3379,Bakkely,PER
962,3383,Laust Obling,PER
963,3385,Annis,PER
964,3396,Italien,LOC
965,3396,Paris,LOC
966,3397,Italien,LOC
967,3397,Italien,LOC
968,3397,Italien,LOC
969,3397,Frankrig,LOC
970,3398,Gud,PER
971,3414,Trine Kjems Gad,PER
972,3414,Ravnholt Roagger,PER
973,3414,Schleswig-Holst,PER
974,3427,Berlin,LOC
975,3428,Berlin,LOC
976,3442,Frandsen,ORG
977,3442,Skærbæk,LOC
978,3453,Warschau,LOC
979,3454,Hindenburg,LOC
980,3454,Warsrchau Kajseren,LOC
981,3462,Frankrig,LOC
982,3463,Berlin,LOC
983,3469,Trine,PER
984,3480,Berlin,LOC
985,3487,Feldposten,LOC
986,3501,Camilla,PER
987,3503,Røde Kors,ORG
988,3508,Gud,PER
989,3515,Trine,PER
990,3519,Ludvigs,PER
991,3520,Ludvigs,PER
992,3525,Callesen,PER
993,3525,Flensborg,LOC
994,3525,Poulsen,PER
995,3526,Nis Bek,PER
996,3526,Tyskland,LOC
997,3532,Maren,PER
998,3537,Maren Mærsk Østeråbling,PER
999,3537,Hadersleben,PER
1000,3540,Skjærnevitze,LOC
1001,3554,R.,LOC
1002,3587,Ruslands,LOC
1003,3596,Feldl,PER
1004,3599,Trine,PER
1005,3609,Lodz,LOC
1006,3614,Lodz,PER
1007,3627,Davre,PER
1008,3630,Tyskland,LOC
1009,3635,Tyskland,LOC
1010,3644,Magdalena Villadsen,PER
1011,3651,Sanitætsvæsnet,ORG
1012,3651,Tyskland,LOC
1013,3653,Tyskland,LOC
1014,3657,Trine,PER
1015,3672,Trine,PER
1016,3682,V.C.,PER
1017,3683,Magdeburg,LOC
1018,3686,Breslau,LOC
1019,3686,Halle,LOC
1020,3689,Lissa,LOC
1021,3689,Tyskland,LOC
1022,3692,adr.,PER
1023,3692,Halle,LOC
1024,3694,Peter,PER
1025,3713,Peter,PER
1026,3714,Peter,PER
1027,3716,Moer,PER
1028,3716,Postvæsnet,ORG
1029,3717,Peter Gad,PER
1030,3718,Trine,PER
1031,3718,P. Jensen,PER
1032,3718,Iver,PER
1033,3718,Ellen,PER
1034,3719,Rosendal,PER
1035,3719,Truels,PER
1036,3719,Anne Tønder,PER
1037,3719,Iver,PER
1038,3719,Ellen,PER
1039,3719,Agnes Schmidt,PER
1040,3721,Iver,PER
1041,3721,Kjæresten,PER
1042,3721,Anders Ribe,PER
1043,3721,Danmarks,LOC
1044,3723,Frankrig,LOC
1045,3726,Gud,PER
1046,3726,Gud,PER
1047,3726,Gud,PER
1048,3726,Trine,PER
1049,3728,aa,PER
1050,3729,Faer,PER
1051,3729,Marie,PER
1052,3729,P. Barsballes,PER
1053,3729,Trine,PER
1054,3729,Trine,PER
1055,3729,Postvæsenet,ORG
1056,3731,P. Barsballes,PER
1057,3732,Peter,PER
1058,3747,Gud,PER
1059,3753,Lods,LOC
1060,3756,Berlin,LOC
1061,3756,Berlin,LOC
1062,3759,Kiel,LOC
1063,3759,Hamburg Altona,LOC
1064,3776,Lazaret,LOC
1065,3776,Märmer station,LOC
1066,3777,Halle a/,ORG
1067,3781,Halle,LOC
1068,3783,Lods,LOC
1069,3804,Tyskland,LOC
1070,3812,Thyphus,PER
1071,3827,Tyskland,LOC
1072,3827,Frankrig,LOC
1073,3836,Trine,PER
1074,3836,Martin Jørgensen,PER
1075,3850,Halle,PER
1076,3853,Gud,PER
1077,3853,nole,PER
1078,3865,Lodz,LOC
1079,3870,Maren Jessens,PER
1080,3871,Lazaret,LOC
1081,3876,Jetzow,LOC
1082,3876,Skirnevitze,LOC
1083,3885,Lodz,LOC
1084,3889,Peter,PER
1085,3890,Trine,PER
1086,3893,Lodz,ORG
1087,3903,Bettruh,PER
1088,3907,P. Kjær,PER
1089,3908,Ostpreussen,LOC
1090,3908,postvæsnet,ORG
1091,3909,Ostpreussen,LOC
1092,3921,Peter,PER
1093,3926,Poulsens,PER
1094,3926,Trine,PER
1095,3947,Peter,PER
1096,3948,Rusland,LOC
1097,3957,P. Barsballe,PER
1098,3957,Niels Kjaers,PER
1099,3958,Niels,PER
1100,3960,Generalkommandoen,ORG
1101,3964,Trine,PER
1102,3980,Trine,PER
1103,3988,Halle,PER
1104,3990,Halle,LOC
1105,3991,Hamborg,LOC
1106,3991,Berlin,LOC
1107,3991,Halle Station,LOC
1108,3993,Trine,PER
1109,3993,Gud,PER
1110,3995,Lazarettet,LOC
1111,3996,Trine,PER
1112,4010,Ersatz,ORG
1113,4012,Elbing,LOC
1114,4017,Ers,ORG
1115,4024,Battl,ORG
1116,4036,Gud,PER
1117,4039,Løtzen,LOC
1118,4039,Elbing,LOC
1119,4041,Berlin,LOC
1120,4042,Løtzen,LOC
1121,4044,Løtzen,PER
1122,4046,Peter,PER
1123,4050,Elbing,LOC
1124,4050,Braunsberg,PER
1125,4053,Braunsberg,PER
1126,4054,Peter,PER
1127,4056,Trine,PER
1128,4058,Tyskland,LOC
1129,4067,Rusland,LOC
1130,4072,Halle,LOC
1131,4073,Halle,PER
1132,4078,Peter,PER
1133,4081,Feldveblen,ORG
1134,4085,Peter,PER
1135,4088,Halle,PER
1136,4097,Ersatz Batl,ORG
1137,4098,Braunsberg,LOC
1138,4100,postvæsnets,ORG
1139,4107,Gud,PER
1140,4115,Poulsens,PER
1141,4115,Halle,LOC
1142,4117,Karpaterne,LOC
1143,4117,Peter,PER
1144,4118,Jes Mærsk,PER
1145,4131,Banegården,LOC
1146,4145,Berlin,LOC
1147,4145,Jes,PER
1148,4145,Trine,PER
1149,4145,Berlin,LOC
1150,4147,Peter,PER
1151,4147,Rusland,LOC
1152,4147,Gud,PER
1153,4148,Peter,PER
1154,4151,Jens Tøjsen,PER
1155,4151,Dorthea,PER
1156,4152,Danmarks,LOC
1157,4153,Peter,PER
1158,4154,Gud,PER
1159,4154,Hemming,PER
1160,4154,Peter,PER
1161,4154,Gud,PER
1162,4157,Peter,PER
1163,4158,Jes,PER
1164,4160,Jes,PER
1165,4160,Maren Mærsk,PER
1166,4173,Truls,PER
1167,4174,Truls,PER
1168,4179,Jens Thøjsen,PER
1169,4181,Truls,PER
1170,4183,Trine,PER
1171,4187,Peter,PER
1172,4192,Braunsberg,PER
1173,4200,Trine,PER
1174,4206,Sandbjærg,LOC
1175,4207,Niels Kjær,PER
1176,4207,Sandbjærg,LOC
1177,4208,Krigsskuepladsen,LOC
1178,4216,Jens,PER
1179,4217,H. Jørgen,PER
1180,4224,Braunsberg,LOC
1181,4228,Trine,PER
1182,4228,P. Barsballes,PER
1183,4230,Niels Kjær,PER
1184,4232,Peter,PER
1185,4233,Trine,PER
1186,4239,Fyn,LOC
1187,4241,Niels Kjær,PER
1188,4242,Adser Skov,PER
1189,4242,Adser,PER
1190,4243,Trine,PER
1191,4246,Kirstine Bejer,PER
1192,4253,Peter,PER
1193,4254,Signe,PER
1194,4257,Trine,PER
1195,4258,Ersatz Batl,LOC
1196,4269,Libau,LOC
1197,4270,Gud,PER
1198,4271,Braunsberg,LOC
1199,4272,Braunsberg,LOC
1200,4277,Tyskland,LOC
1201,4278,Braunsberg,LOC
1202,4280,Trine,PER
1203,4285,Peter,PER
1204,4290,Braunsberg,LOC
1205,4292,Mærsk,PER
1206,4299,Feldveblen,ORG
1207,4304,Gefr,PER
1208,4307,Loritz,LOC
1209,4308,Trine,PER
1210,4320,Østen,LOC
1211,4321,Trine,PER
1212,4323,Pindsen,LOC
1213,4327,Pindsen,PER
1214,4329,Hamborg,LOC
1215,4329,Braunsberg,LOC
1216,4333,Østersøen,LOC
1217,4336,Peter,PER
1218,4340,Batl,ORG
1219,4341,Buroet,PER
1220,4360,Braunsberg,LOC
1221,4364,Jens,PER
1222,4365,Trine,PER
1223,4368,Trine,PER
1224,4371,Margrete Jensen,PER
1225,4379,Braunsberg,LOC
1226,4384,Jens Barsballe,PER
1227,4386,Trine,PER
1228,4394,Peter,PER
1229,4396,Trine,PER
1230,4413,3. komp,ORG
1231,4416,Allenstein,LOC
1232,4420,Peter,PER
1233,4425,Johan Johansen,PER
1234,4437,Feldveblen,PER
1235,4440,Italien,LOC
1236,4442,Gud,PER
1237,4443,Russerne,LOC
1238,4445,Trine,PER
1239,4467,Peter,PER
1240,4471,Trine,PER
1241,4472,Braunsberg,PER
1242,4473,Becker,PER
1243,4488,Trine,PER
1244,4499,Trine,PER
1245,4503,Schwartz,PER
1246,4504,Schwartz,PER
1247,4509,Skopnik,PER
1248,4514,Uffes,PER
1249,4515,Peter,PER
1250,4519,Hindenburg,PER
1251,4521,Trine,PER
1252,4527,Johannes,PER
1253,4527,Marta,PER
1254,4528,Hejsel,PER
1255,4528,Ravnhold,LOC
1256,4536,Mærsk,PER
1257,4542,Nordslesvig,LOC
1258,4550,Peter,PER
1259,4579,Ersatz Batl,LOC
1260,4585,Trine,PER
1261,4585,Hejsel,PER
1262,4588,Skopnik,PER
1263,4589,Ostpreusen,LOC
1264,4590,Hannover,LOC
1265,4591,Trine,PER
1266,4595,Signe,PER
1267,4599,Guds,PER
1268,4612,Trine,PER
1269,4622,Trine,PER
1270,4627,Peter,PER
1271,4632,Trine,PER
1272,4643,Trine,PER
1273,4647,P.G.,PER
1274,4652,Halle,PER
1275,4654,Hygum,PER
1276,4656,Peter,PER
1277,4661,Skopnik,PER
1278,4661,Batl,LOC
1279,4666,J. Cakariesen,PER
1280,4671,Rusland,LOC
1281,4675,Becker,PER
1282,4676,Becker,PER
1283,4677,Batl,ORG
1284,4680,Alpenkoret,LOC
1285,4682,Italien,LOC
1286,4684,alfald,PER
1287,4688,Peter,PER
1288,4697,Trine,PER
1289,4698,Johannes,PER
1290,4698,Martha,PER
1291,4699,Trine,PER
1292,4702,P.B.,PER
1293,4707,P. Barsballe,PER
1294,4709,Signe,PER
1295,4710,Gud,PER
1296,4711,Trine,PER
1297,4712,Peter,PER
1298,4716,Trine,PER
1299,4723,Peter,PER
1300,4726,Uffe,PER
1301,4737,Iver,PER
1302,4737,vesterengen,LOC
1303,4743,Trine,PER
1304,4744,Gefreiter,ORG
1305,4744,Måérsk II,ORG
1306,4746,Braunsberg,PER
1307,4746,Ostpr,LOC
1308,4748,Trine,PER
1309,4771,Braunsberg,LOC
1310,4772,Peter,PER
1311,4789,Mærsk,PER
1312,4796,Trine,PER
1313,4799,Trine,PER
1314,4801,Ivers,PER
1315,4804,Ekcercerpladsen,LOC
1316,4810,Østersøen,LOC
1317,4812,Skopnik,PER
1318,4813,Braunsberg,LOC
1319,4814,Hauptmann,PER
1320,4814,Belgien,LOC
1321,4816,Ivers Ellen,PER
1322,4820,Peter,PER
1323,4821,Trine,PER
1324,4841,Peter,PER
1325,4854,Elbing,ORG
1326,4859,Arys,PER
1327,4860,Trine,PER
1328,4864,Peter,PER
1329,4865,Trine,PER
1330,4876,Arys,PER
1331,4881,Peter,PER
1332,4887,Arys,PER
1333,4890,Schwarzen Adler,PER
1334,4899,Peter,PER
1335,4907,Berlin,LOC
1336,4916,Trine,PER
1337,4917,Skopnik,PER
1338,4920,Vallekilde,LOC
1339,4923,Braunsberg,LOC
1340,4927,Møller,PER
1341,4928,Skopnik,PER
1342,4933,Skopnik,PER
1343,4936,Meiske,PER
1344,4936,Batl,ORG
1345,4937,Tambor,LOC
1346,4940,Feldvebel,PER
1347,4945,Peter,PER
1348,4950,Märsk,PER
1349,4953,Løtzen,LOC
1350,4954,Soldau,PER
1351,4955,Løtzen,LOC
1352,4959,Orlau,LOC
1353,4961,Løtzen,LOC
1354,4967,Peter,PER
1355,4968,P. Barsballe,PER
1356,4972,Arys,PER
1357,4977,Schwartz,PER
1358,4979,Braunsberg,LOC
1359,4984,Peter,PER
1360,4985,Ivers,PER
1361,4992,Allenstein,LOC
1362,5001,Meiske,PER
1363,5004,Peter,PER
1364,5006,Braunsberg,PER
1365,5006,Spandau,LOC
1366,5009,Spandau,LOC
1367,5013,Hauptm,PER
1368,5013,Braunsberg,LOC
1369,5014,Braunsberg,LOC
1370,5015,Ålen,PER
1371,5018,Schlesvig Holstein,LOC
1372,5024,Peter,PER
1373,5025,Spandau,LOC
1374,5026,Berlin,LOC
1375,5026,Dirschau,PER
1376,5027,Trine,PER
1377,5032,Berlin,LOC
1378,5033,Ersatz Batl,ORG
1379,5035,Spandau,LOC
1380,5035,Berlin,LOC
1381,5036,Braunsberg,LOC
1382,5037,Gud,PER
1383,5043,Braunsberg,PER
1384,5044,Spandau,LOC
1385,5045,Spandau,LOC
1386,5047,Braunsberg,PER
1387,5049,Peter,PER
1388,5050,Trine,PER
1389,5052,Peter,PER
1390,5053,Trine,PER
1391,5055,Spandau Bok,LOC
1392,5055,Potsdampladsen,LOC
1393,5055,Brandenburger Tor,LOC
1394,5056,P. Jensen,PER
1395,5058,Hindenburg,LOC
1396,5062,Linden alleen,LOC
1397,5069,Berlin,LOC
1398,5071,Berlin,LOC
1399,5072,Gefr,PER
1400,5079,Braunsberg,LOC
1401,5081,Peter,PER
1402,5082,Trine,PER
1403,5083,Trine,PER
1404,5085,Berlin,LOC
1405,5086,Braunsberg,PER
1406,5089,Trine,PER
1407,5090,Braunsberg,LOC
1408,5091,Peter,PER
1409,5094,Braunsberg,PER
1410,5095,Braunsberg,LOC
1411,5096,Skopniks,PER
1412,5101,Berlin,LOC
1413,5104,Kaiser,PER
1414,5112,Schwartz,PER
1415,5120,Schwartz,PER
1416,5125,Gefr,PER
1417,5127,Feldmarschall,LOC
1418,5127,Hindenburg,LOC
1419,5129,J. P. Marsk,PER
1420,5129,Roagger,PER
1421,5129,Hadersleben,LOC
1422,5130,Kolstein,PER
1423,5132,Augustowo Grodno,PER
1424,5133,Kønigsberg,LOC
1425,5133,Braunsberg,LOC
1426,5134,Skopnik,PER
1427,5135,Peter,PER
1428,5139,Schwartz,PER
1429,5139,Laz,PER
1430,5145,Feldmarschall,LOC
1431,5145,Hindenburg,LOC
1432,5148,Magrabowa,LOC
1433,5151,Augustowo,LOC
1434,5152,Peter,PER
1435,5154,Gefr,PER
1436,5156,Feldm,PER
1437,5157,v. Hindenburg,PER
1438,5162,Sf,ORG
1439,5164,Augostowo,PER
1440,5165,Grodno,PER
1441,5166,Peter,PER
1442,5173,Peter,PER
1443,5175,Gefr,PER
1444,5178,Feldm,PER
1445,5185,Augostowo,LOC
1446,5187,Dombrowo,LOC
1447,5187,Grodno,LOC
1448,5190,Peter,PER
1449,5192,Grodno,LOC
1450,5194,Skile,PER
1451,5206,Frankrig,LOC
1452,5206,Frankrig,LOC
1453,5212,Peter,PER
1454,5213,Schwartz,PER
1455,5216,Trine,PER
1456,5217,Trine,PER
1457,5219,Grodno,LOC
1458,5223,Tyskland,LOC
1459,5239,Berlin,LOC
1460,5241,Peter,PER
1461,5249,Oberkommandoen,ORG
1462,5254,Buroet,LOC
1463,5255,Proviant,ORG
1464,5256,Konow,PER
1465,5259,Buroet,LOC
1466,5259,Vilna,LOC
1467,5259,Vilna,PER
1468,5262,Gud,PER
1469,5264,Peter,PER
1470,5275,Wilna,PER
1471,5276,Peter,PER
1472,5284,Peter,PER
1473,5296,Flieger,PER
1474,5307,Peter,PER
1475,5315,Rusland,LOC
1476,5326,Braunsberg,LOC
1477,5332,Wilna,PER
1478,5341,Peter,PER
1479,5344,Konow,PER
1480,5346,Carl Peter,PER
1481,5346,Langgasse,LOC
1482,5346,Cigarengeschaft,ORG
1483,5346,Braunsberg,LOC
1484,5346,Ostpr,LOC
1485,5351,Tannenberg,LOC
1486,5352,Hindenborg,PER
1487,5353,Tannenberg,LOC
1488,5356,Konow,PER
1489,5359,Konow,PER
1490,5361,Leutnant,PER
1491,5364,bamle,PER
1492,5371,Tinglef,LOC
1493,5374,Peter,PER
1494,5381,Braunsberg,LOC
1495,5383,Peter,PER
1496,5391,Trine,PER
1497,5395,Trine,PER
1498,5395,Rusland,LOC
1499,5396,Braunsberg,LOC
1500,5411,Gud,PER
1501,5416,Peter,PER
1502,5419,Braunsberg,PER
1503,5419,Trine,PER
1504,5420,Trine,PER
1505,5427,III Battl,ORG
1506,5429,Trine,PER
1507,5429,Mathias Mygind,PER
1508,5429,Grodno,PER
1509,5431,Altona,LOC
1510,5431,Grodno,LOC
1511,5433,Eriksen,PER
1512,5434,Frankrig,LOC
1513,5435,Tysklands,LOC
1514,5436,Gud,PER
1515,5438,Peter,PER
1516,5477,Braunsberg,LOC
1517,5478,Braunsberg,LOC
1518,5487,Trine,PER
1519,5494,Meiske,PER
1520,5512,Konow,PER
1521,5523,Braunsberg,LOC
1522,5528,Rusland,LOC
1523,5529,Willa Fred,PER
1524,5531,Peter,PER
1525,5533,Trine,PER
1526,5540,V.C.,LOC
1527,5542,Willa Fred,PER
1528,5542,Rusland,LOC
1529,5546,Gefr,ORG
1530,5548,Braunsberg,LOC
1531,5550,Trine,PER
1532,5557,Trine,PER
1533,5558,Ravnhold,PER
1534,5560,Signe,PER
1535,5560,P. Jensen,PER
1536,5568,Sælland,LOC
1537,5569,Jylland,LOC
1538,5573,Danmark,LOC
1539,5575,Iver,PER
1540,5580,tyskland,LOC
1541,5584,Rusland,LOC
1542,5589,Schøn-berg,PER
1543,5603,Gud,PER
1544,5604,Konov,PER
1545,5611,Trine,PER
1546,5613,Trine,PER
1547,5616,Schønberg,LOC
1548,5627,Schønberg,PER
1549,5632,Far's,ORG
1550,5642,saramen,PER
1551,5642,Brauns-berg,LOC
1552,5646,Peter,PER
1553,5652,Hansen,PER
1554,5653,Afenrå,LOC
1555,5661,Peter,PER
1556,5665,Trine,PER
1557,5673,Trine,PER
1558,5675,Konov,PER
1559,5693,Konow,PER
1560,5699,Villa Vinterhistorie,ORG
1561,5702,Dannevirke,LOC
1562,5703,Petersen,PER
1563,5705,Peter,PER
1564,5710,Braunsberg,ORG
1565,5717,Marsk,PER
1566,5720,Garnisonen,ORG
1567,5727,Højskolebladet,ORG
1568,5742,Konov,PER
1569,5743,Hejmdal,PER
1570,5750,Ersatz Batl,LOC
1571,5754,Højskolebladet,ORG
1572,5754,Hejmdal,ORG
1573,5754,Høj,ORG
1574,5774,Højskolebladet,ORG
1575,5775,Konow,PER
1576,5779,Trine,PER
1577,5784,Trine,PER
1578,5792,Trine,PER
1579,5805,Peter,PER
1580,5807,Trine,PER
1581,5818,Kovno,PER
1582,5818,Feldm,PER
1583,5819,Hindenborg,LOC
1584,5823,Trine,PER
1585,5824,Peter,PER
1586,5829,Konov,PER
1587,5842,Peter,PER
1588,5847,II Batl .,LOC
1589,5849,Skopnik,PER
1590,5854,Gud,PER
1591,5855,Peter,PER
1592,5872,Hindenborg,LOC
1593,5873,Petersen,PER
1594,5874,Trine,PER
1595,5879,Hygum,LOC
1596,5883,Trine,PER
1597,5888,Uffe,PER
1598,5895,Peter,PER
1599,5900,Søren J.,PER
1600,5913,Peter,PER
1601,5914,Peter,PER
1602,5915,Trine,PER
1603,5916,Hygum,ORG
1604,5917,Trine,PER
1605,5917,Trine,PER
1606,5924,Gud,PER
1607,5928,Konov,PER
1608,5930,Hejmdal,ORG
1609,5930,Højskolebladet,ORG
1610,5932,Trine,PER
1611,5933,Peter,PER
1612,5944,Petersen,PER
1613,5944,Tinglef,LOC
1614,5950,Konow,PER
1615,5956,Trine,PER
1616,5958,Postvæsenet,ORG
1617,5969,Trine,PER
1618,5969,Signe,PER
1619,5974,Peter,PER
1620,5979,Maria Thøjsen,PER
1621,5979,Sara,PER
1622,5980,Bakkely,PER
1623,5980,H. Jørgen,PER
1624,5997,Gud,PER
1625,6001,Konov,PER
1626,6006,Skopnik,PER
1627,6013,Maren,PER
1628,6040,Konov,PER
1629,6042,Elmshorn,LOC
1630,6043,Balkan,LOC
1631,6050,Konov,PER
1632,6055,Peter,PER
1633,6056,Trine,PER
1634,6061,Gud,PER
1635,6066,Hamborg,LOC
1636,6069,P. Højer,PER
1637,6069,Grethe,PER
1638,6078,Peter,PER
1639,6081,Konov,PER
1640,6081,Konov,PER
1641,6082,M.G.K.,ORG
1642,6095,Konow,PER
1643,6103,Peter,PER
1644,6113,Trine,PER
1645,6115,Peter,PER
1646,6116,Peter Petersen,PER
1647,6124,Peter,PER
1648,6125,Ålen,PER
1649,6131,Trine,PER
1650,6133,Korap,LOC
1651,6139,Trine,PER
1652,6145,Ablings,ORG
1653,6145,Skærbæk,LOC
1654,6147,Hejmdal,PER
1655,6152,T.,PER
1656,6153,Konov,PER
1657,6153,Rendsborg,LOC
1658,6160,Heini,PER
1659,6160,Rendsborg,LOC
1660,6160,Peter,PER
1661,6161,Konov,PER
1662,6164,Konov,PER
1663,6169,Trine,PER
1664,6172,Skopnik,PER
1665,6176,Peter Petersen,PER
1666,6177,Berlin,LOC
1667,6177,Thorn,LOC
1668,6181,N. Kjær,PER
1669,6181,Søren Jensen,PER
1670,6184,Peter,PER
1671,6192,Kusk,PER
1672,6195,N. Kjær,PER
1673,6195,Søren Jensen,PER
1674,6196,Peter,PER
1675,6198,Haderslev,LOC
1676,6198,Haderslev,LOC
1677,6198,Flensborg,LOC
1678,6201,Altona,LOC
1679,6206,fr.,PER
1680,6213,Vodder,LOC
1681,6216,Braunsberg,LOC
1682,6218,Feldveblen,PER
1683,6222,Kovno,PER
1684,6222,Schwartz,PER
1685,6222,Kovno,PER
1686,6223,Braunsberg,LOC
1687,6226,Hamborg,LOC
1688,6226,Peter,PER
1689,6229,Hamborg,LOC
